ID,일자,토크 수,댓글 수,조회 수,공유 수,좋아요 수
ID_004,2019-10-26,32,34,80276,0,116
ID_004,2019-10-27,33,35,84301,0,121
ID_004,2019-10-28,35,37,92267,0,129
ID_004,2019-11-12,36,38,92270,0,129
ID_004,2019-11-14,37,40,92282,0,129
ID_004,2020-01-04,38,42,96897,0,134
ID_004,2020-01-08,39,43,96945,0,134
ID_004,2020-01-24,40,43,96947,0,134
ID_004,2020-02-02,41,43,100803,0,136
ID_004,2020-02-07,42,43,100990,0,136
ID_004,2020-02-12,43,46,101186,0,136
ID_004,2020-02-28,44,46,107037,0,144
ID_004,2020-02-29,45,46,111289,0,145
ID_004,2020-03-01,46,46,115437,0,147
ID_004,2020-03-02,47,46,121735,0,151
ID_004,2020-03-15,48,47,125754,0,156
ID_004,2020-03-31,49,47,128543,0,158
ID_004,2020-08-27,50,48,133010,0,172
ID_004,2020-12-30,51,49,136546,0,180
ID_005,2019-11-12,4,4,11388,0,13
ID_005,2019-11-14,5,5,14026,0,17
ID_005,2019-11-16,6,6,14241,0,17
ID_005,2019-11-17,9,9,22685,0,29
ID_005,2019-11-18,10,10,24776,0,29
ID_005,2019-11-19,13,13,33386,0,43
ID_005,2019-11-20,16,16,39765,0,52
ID_005,2019-11-21,17,17,42963,0,56
ID_005,2019-11-23,19,19,49565,0,64
ID_005,2019-11-24,20,20,52729,0,68
ID_005,2019-11-25,21,21,55951,0,71
ID_005,2019-11-26,22,22,59350,0,74
ID_005,2019-11-27,25,25,69719,0,86
ID_005,2019-11-29,26,26,78286,0,94
ID_005,2019-11-30,27,27,82521,0,97
ID_005,2019-12-02,29,29,91165,0,103
ID_005,2019-12-03,30,30,95319,0,106
ID_005,2019-12-06,33,33,108949,0,115
ID_005,2020-01-20,34,33,112566,0,116
ID_005,2020-01-24,35,33,112569,0,116
ID_005,2020-02-07,36,33,112573,0,116
ID_005,2020-02-08,37,33,112578,0,116
ID_005,2020-02-27,39,33,122755,2,125
ID_005,2020-02-28,40,34,127133,2,128
ID_005,2020-03-31,41,34,130737,2,130
ID_005,2021-08-20,42,34,131985,2,130
ID_005,2022-04-24,43,34,132597,3,138
ID_006,2019-11-14,1,1,3223,0,4
ID_006,2019-11-18,2,2,6192,0,9
ID_006,2019-11-23,3,3,9494,0,13
ID_006,2019-11-25,4,4,12751,0,17
ID_006,2019-12-03,5,5,16102,0,20
ID_006,2019-12-04,6,6,19659,0,23
ID_006,2019-12-06,7,7,19661,0,23
ID_006,2019-12-30,9,7,19673,0,23
ID_006,2020-01-17,10,7,19674,0,23
ID_006,2020-01-24,11,7,22500,0,25
ID_006,2020-02-24,12,7,22501,0,25
ID_006,2020-03-31,13,7,25009,0,27
ID_006,2020-07-11,16,10,36905,0,50
ID_008,2019-11-14,1,1,2446,0,4
ID_008,2019-11-18,2,2,5035,0,9
ID_008,2019-11-21,8,9,24214,0,38
ID_008,2019-11-22,11,12,33056,0,50
ID_008,2019-11-24,12,13,36092,0,54
ID_008,2019-11-25,14,15,42236,0,61
ID_008,2019-11-27,15,17,45250,0,66
ID_008,2019-11-28,17,19,51496,0,72
ID_008,2019-11-30,18,20,53573,0,72
ID_008,2019-12-01,19,22,56670,0,77
ID_008,2019-12-03,21,24,62958,0,83
ID_008,2019-12-04,22,26,66063,0,88
ID_008,2019-12-06,23,27,69399,0,91
ID_008,2019-12-07,24,29,73410,1,96
ID_008,2019-12-31,27,36,83270,1,107
ID_008,2020-01-01,29,37,89785,1,110
ID_008,2020-01-02,33,38,95811,1,113
ID_008,2020-01-03,36,39,99725,1,117
ID_008,2020-01-06,37,39,99729,1,117
ID_008,2020-01-07,40,46,106620,1,122
ID_008,2020-01-09,42,49,111570,1,122
ID_008,2020-01-10,44,49,111593,1,122
ID_008,2020-01-11,45,54,114205,1,122
ID_008,2020-01-12,47,54,114230,1,122
ID_008,2020-01-13,48,54,117702,1,123
ID_008,2020-01-14,50,59,122138,1,128
ID_008,2020-01-15,51,60,126260,1,132
ID_008,2020-01-16,52,61,128670,1,132
ID_008,2020-01-17,54,63,132983,1,137
ID_008,2020-01-24,55,63,132994,1,137
ID_008,2020-01-29,56,63,137625,1,141
ID_008,2020-01-31,57,66,141259,1,144
ID_008,2020-02-02,59,70,151596,1,153
ID_008,2020-02-05,60,70,151785,1,153
ID_008,2020-02-08,61,72,156463,1,155
ID_008,2020-02-11,62,72,156472,1,155
ID_008,2020-02-14,63,73,156476,1,155
ID_008,2020-02-22,64,75,165002,1,162
ID_008,2020-02-29,66,75,169167,1,167
ID_008,2020-03-12,67,75,169168,1,167
ID_008,2020-03-31,68,75,172864,1,169
ID_007,2019-11-29,1,1,2600,0,3
ID_007,2019-12-04,3,4,7860,0,11
ID_007,2019-12-06,4,4,10554,0,14
ID_007,2019-12-26,5,4,10554,0,14
ID_007,2020-01-03,6,4,13016,0,14
ID_007,2020-01-06,7,5,13043,0,14
ID_007,2020-01-08,9,5,13309,0,14
ID_007,2020-01-09,11,11,16418,1,17
ID_007,2020-01-10,12,12,19636,1,21
ID_007,2020-01-11,14,14,23056,1,26
ID_007,2020-01-12,15,22,25863,1,32
ID_007,2020-01-14,18,23,29090,1,36
ID_007,2020-01-16,19,23,29091,1,36
ID_007,2020-01-17,21,23,31549,1,37
ID_007,2020-01-18,22,27,34212,1,42
ID_007,2020-01-20,25,50,39016,1,49
ID_007,2020-01-21,26,51,41581,1,53
ID_007,2020-01-22,30,62,54984,1,65
ID_007,2020-01-24,31,62,57215,1,66
ID_007,2020-01-29,34,78,65347,1,75
ID_007,2020-01-30,35,80,65361,1,75
ID_007,2020-01-31,36,80,65584,1,75
ID_007,2020-02-04,37,85,67833,1,77
ID_007,2020-02-06,38,87,71281,1,82
ID_007,2020-02-08,40,90,77491,1,90
ID_007,2020-02-10,43,94,80883,1,95
ID_007,2020-02-11,45,97,83405,1,96
ID_007,2020-02-13,47,101,89528,1,100
ID_007,2020-02-16,48,112,92813,1,106
ID_007,2020-02-17,51,135,103387,1,121
ID_007,2020-02-19,53,136,113704,1,129
ID_007,2020-02-20,54,139,116931,1,131
ID_007,2020-02-22,55,140,116940,1,131
ID_007,2020-02-23,59,144,120301,1,135
ID_007,2020-02-24,61,148,126635,1,145
ID_007,2020-02-25,62,157,135185,1,154
ID_007,2020-02-26,63,162,138282,1,159
ID_007,2020-02-29,64,162,138374,1,159
ID_007,2020-03-01,65,162,138375,1,159
ID_007,2020-03-03,66,163,141244,1,163
ID_007,2020-03-04,67,163,141262,1,163
ID_007,2020-03-05,69,164,141453,1,163
ID_007,2020-03-06,73,166,148036,1,171
ID_007,2020-03-07,74,166,151432,1,175
ID_007,2020-03-08,75,166,151439,1,175
ID_007,2020-03-09,78,170,159216,1,187
ID_007,2020-03-10,80,171,163145,1,191
ID_007,2020-03-11,82,172,163444,1,191
ID_007,2020-03-12,87,175,171439,1,200
ID_007,2020-03-13,89,177,175206,1,204
ID_007,2020-03-14,90,177,175207,1,204
ID_007,2020-03-20,93,182,186174,1,212
ID_007,2020-03-31,94,182,189228,1,215
ID_007,2020-04-12,95,183,191610,1,218
ID_007,2020-04-20,96,183,191820,1,218
ID_007,2020-05-26,98,183,192077,1,218
ID_007,2020-06-11,99,183,192079,1,218
ID_007,2020-09-15,100,184,196057,1,237
ID_010,2020-01-01,1,0,1,0,0
ID_010,2020-01-02,2,0,15,0,0
ID_010,2020-01-03,3,0,2601,0,1
ID_010,2020-01-05,4,0,2602,0,1
ID_010,2020-01-07,5,0,2603,0,1
ID_010,2020-01-14,6,1,2834,0,1
ID_010,2020-01-15,8,2,2911,0,1
ID_010,2020-01-16,19,15,15194,0,12
ID_010,2020-01-17,26,32,34971,4,30
ID_010,2020-01-18,28,39,40547,4,35
ID_010,2020-01-19,29,40,42689,4,35
ID_010,2020-01-20,65,48,54256,4,42
ID_010,2020-01-21,67,49,57711,4,46
ID_010,2020-01-22,68,51,60002,4,46
ID_010,2020-01-23,69,53,62379,4,46
ID_010,2020-01-24,74,58,69191,4,52
ID_010,2020-01-26,78,60,87505,4,67
ID_010,2020-01-27,80,62,91773,4,72
ID_010,2020-01-28,82,65,98519,4,77
ID_010,2020-01-29,85,69,102198,4,78
ID_010,2020-01-30,87,74,107341,4,79
ID_010,2020-01-31,88,82,108081,4,79
ID_010,2020-02-01,94,82,114015,4,82
ID_010,2020-02-04,99,87,121212,8,87
ID_010,2020-02-05,100,92,126332,8,92
ID_010,2020-02-07,105,92,133603,8,97
ID_010,2020-02-10,107,92,133791,8,97
ID_010,2020-02-12,109,95,146224,8,105
ID_010,2020-02-13,110,97,150585,8,110
ID_010,2020-02-14,112,101,157548,8,114
ID_010,2020-02-15,114,101,157548,8,114
ID_010,2020-02-21,117,138,162684,8,118
ID_010,2020-02-22,118,145,166646,8,124
ID_010,2020-02-23,119,146,170809,8,128
ID_010,2020-02-25,120,147,173768,8,130
ID_010,2020-02-29,121,147,177111,8,132
ID_010,2020-03-03,125,151,193271,8,165
ID_010,2020-03-17,130,152,213954,8,210
ID_010,2020-03-31,131,152,218179,8,212
ID_010,2020-04-04,132,158,222442,8,219
ID_010,2020-06-01,133,162,228029,8,226
ID_010,2020-06-18,135,162,241013,8,236
ID_010,2020-07-05,136,164,246490,8,246
ID_010,2020-07-06,139,168,266921,8,275
ID_010,2021-05-13,140,169,268706,10,275
ID_009,2020-01-02,2,5,4748,0,0
ID_009,2020-01-03,6,9,10861,0,1
ID_009,2020-01-04,7,9,10864,0,1
ID_009,2020-01-05,9,9,10867,0,1
ID_009,2020-01-06,10,13,13207,0,2
ID_009,2020-01-07,12,15,15296,0,2
ID_009,2020-01-08,14,21,21228,0,7
ID_009,2020-01-09,15,25,23517,0,8
ID_009,2020-01-10,17,28,25887,0,9
ID_009,2020-01-11,18,32,32399,0,14
ID_009,2020-01-12,20,39,40189,0,24
ID_009,2020-01-13,24,44,49632,0,33
ID_009,2020-01-15,25,45,53136,0,37
ID_009,2020-01-16,28,45,53142,0,37
ID_009,2020-01-17,33,53,68277,0,57
ID_009,2020-01-19,35,53,68343,0,57
ID_009,2020-01-20,37,53,71124,0,58
ID_009,2020-01-21,38,54,74545,0,62
ID_009,2020-01-24,45,65,87226,0,63
ID_009,2020-01-26,47,75,95729,0,76
ID_009,2020-01-28,51,80,113736,0,92
ID_009,2020-01-29,52,81,118307,0,96
ID_009,2020-01-30,53,81,123482,0,97
ID_009,2020-02-02,54,82,126095,0,98
ID_009,2020-02-03,56,87,133100,0,103
ID_009,2020-02-07,61,87,147492,0,110
ID_009,2020-02-08,62,87,147512,0,110
ID_009,2020-02-23,63,89,150114,0,111
ID_009,2020-03-03,64,89,154701,0,112
ID_009,2020-03-28,65,89,154831,0,112
ID_009,2020-04-28,66,90,160014,0,118
ID_009,2020-05-10,67,90,164190,0,123
ID_009,2020-06-21,68,91,169337,0,132
ID_009,2021-07-13,69,92,170693,0,132
ID_011,2020-01-29,2,0,7242,0,8
ID_011,2020-01-30,3,0,7243,0,8
ID_011,2020-02-01,4,10,11591,0,14
ID_011,2020-02-02,5,15,13600,0,16
ID_011,2020-02-04,7,20,19280,3,20
ID_011,2020-02-06,8,20,19284,3,20
ID_011,2020-02-07,11,21,26200,3,24
ID_011,2020-02-08,13,21,33374,5,29
ID_011,2020-02-10,14,23,36949,5,31
ID_011,2020-02-12,15,24,39444,5,33
ID_011,2020-02-13,16,25,41836,5,35
ID_011,2020-02-14,17,25,41837,5,35
ID_011,2020-02-15,19,26,44518,5,37
ID_011,2020-02-17,22,35,52317,5,41
ID_011,2020-02-19,26,40,65192,5,47
ID_011,2020-02-20,29,45,72203,5,52
ID_011,2020-02-21,30,45,72206,5,52
ID_011,2020-02-22,31,46,74886,5,53
ID_011,2020-02-24,32,46,74887,5,53
ID_011,2020-02-25,36,55,89171,5,67
ID_011,2020-02-26,38,58,91733,5,68
ID_011,2020-02-27,39,59,94330,5,70
ID_011,2020-02-29,40,59,94331,5,70
ID_011,2020-03-01,41,61,98562,5,79
ID_011,2020-03-31,45,61,114426,5,91
ID_011,2021-12-17,46,61,115256,5,91
ID_012,2020-02-27,1,0,1,0,0
ID_012,2020-02-28,10,2,11904,0,32
ID_012,2020-02-29,18,3,21520,0,52
ID_012,2020-03-01,19,3,24721,0,60
ID_012,2020-03-02,20,3,24726,0,60
ID_012,2020-03-03,22,5,28209,0,68
ID_012,2020-03-04,23,5,34819,0,76
ID_012,2020-03-05,27,16,42568,0,94
ID_012,2020-03-06,29,24,51085,0,108
ID_012,2020-03-10,38,31,51387,0,108
ID_012,2020-03-12,41,33,58958,0,119
ID_012,2020-03-13,42,33,58961,0,119
ID_012,2020-03-16,43,34,62836,0,125
ID_012,2020-03-17,45,39,66863,0,132
ID_012,2020-03-18,47,43,73291,0,140
ID_012,2020-03-20,48,50,77269,0,146
ID_012,2020-03-21,49,52,81646,0,156
ID_012,2020-03-23,50,53,86228,0,163
ID_012,2020-03-25,52,60,91415,0,167
ID_012,2020-03-31,54,62,98039,0,171
ID_012,2020-04-01,55,62,98040,0,171
ID_012,2020-04-02,56,62,101346,1,175
ID_012,2020-04-15,59,70,106689,6,196
ID_012,2020-04-16,60,75,108768,6,209
ID_012,2020-04-22,61,75,112216,6,212
ID_012,2020-05-07,64,76,112261,6,212
ID_013,2020-02-27,4,1,7445,0,10
ID_013,2020-02-29,5,1,7446,0,10
ID_013,2020-03-01,8,2,14234,0,26
ID_013,2020-03-02,10,2,17776,0,30
ID_013,2020-03-03,12,4,23851,0,63
ID_013,2020-03-04,16,10,37584,0,87
ID_013,2020-03-05,17,10,41426,0,100
ID_013,2020-03-08,18,10,41573,0,100
ID_013,2020-03-12,19,10,44229,0,102
ID_013,2020-03-20,20,11,44499,0,104
ID_013,2020-03-23,21,11,47266,0,107
ID_013,2020-03-25,23,13,53025,0,114
ID_013,2020-03-26,24,14,53033,0,114
ID_013,2020-03-27,25,15,55569,0,116
ID_013,2020-04-03,26,15,61207,0,120
ID_013,2020-04-05,27,17,63604,0,121
ID_013,2020-04-10,28,21,65919,0,123
ID_013,2020-04-13,29,21,66133,0,123
ID_013,2020-04-14,31,27,70057,0,131
ID_013,2020-04-15,32,27,70204,0,131
ID_013,2020-05-06,35,28,82360,3,153
ID_013,2020-05-07,36,31,82440,3,157
ID_013,2020-05-08,38,32,84968,3,161
ID_013,2020-05-15,39,32,88889,3,167
ID_013,2020-05-20,42,36,101585,5,196
ID_013,2020-06-09,45,36,113747,5,217
ID_031,2020-10-19,1,0,3704,0,8
ID_031,2020-10-20,2,3,6153,0,19
ID_031,2020-10-21,4,7,12452,0,42
ID_031,2020-10-22,5,7,12456,0,42
ID_031,2020-10-23,6,9,18369,2,55
ID_031,2020-10-24,7,11,23263,2,68
ID_031,2020-10-25,8,13,27249,2,80
ID_031,2020-10-26,9,13,31607,2,90
ID_031,2020-10-27,10,14,35937,2,100
ID_031,2020-10-28,11,15,41952,2,109
ID_031,2020-10-29,13,24,53060,6,126
ID_031,2020-11-03,14,26,59718,11,138
ID_031,2020-11-12,15,28,62190,11,144
ID_031,2020-11-16,20,37,75088,11,162
ID_031,2020-11-19,21,37,75092,11,162
ID_031,2020-11-20,22,38,77729,11,168
ID_031,2020-11-25,23,41,81264,11,175
ID_031,2021-01-18,24,41,84432,11,176
ID_031,2021-08-02,25,42,86312,11,176
ID_031,2022-07-14,28,42,86321,11,176
ID_014,2020-03-28,4,0,10024,0,12
ID_014,2020-03-30,6,2,13815,0,21
ID_014,2020-04-01,13,8,22908,0,42
ID_014,2020-04-02,18,8,22998,0,42
ID_014,2020-04-03,21,9,31556,0,54
ID_014,2020-04-04,23,9,31706,0,54
ID_014,2020-04-05,24,9,31707,0,54
ID_014,2020-04-07,25,9,31847,0,54
ID_014,2020-04-08,26,13,34003,0,56
ID_014,2020-04-09,27,14,37170,0,62
ID_014,2020-04-12,29,16,42848,0,68
ID_014,2020-04-14,30,17,46196,0,74
ID_014,2020-04-20,32,20,48608,0,76
ID_014,2020-04-21,34,23,52175,0,83
ID_014,2020-04-22,35,27,56091,0,98
ID_014,2020-04-23,37,31,60953,0,105
ID_014,2020-04-24,41,41,71744,0,125
ID_014,2020-04-25,42,41,77698,0,133
ID_014,2020-04-26,43,48,81844,0,147
ID_014,2020-04-29,44,49,84268,0,151
ID_014,2020-05-01,45,50,88346,0,158
ID_014,2020-05-04,46,51,92320,0,165
ID_014,2020-05-05,47,53,94861,0,169
ID_014,2020-05-06,48,54,97050,0,173
ID_014,2020-05-10,50,54,103283,0,180
ID_014,2020-05-25,51,54,103291,0,181
ID_014,2020-06-01,54,55,118334,0,210
ID_014,2021-05-04,55,58,121997,2,218
ID_015,2020-03-25,5,1,12924,0,28
ID_015,2020-03-26,6,1,13258,0,28
ID_015,2020-03-28,7,1,18975,0,37
ID_015,2020-03-31,10,1,27631,0,47
ID_015,2020-04-07,11,1,27737,0,47
ID_015,2020-04-14,12,1,27755,0,47
ID_015,2020-04-16,13,12,28702,0,53
ID_015,2020-04-17,14,14,32995,0,63
ID_015,2020-04-18,15,14,33040,0,64
ID_015,2020-04-25,17,16,35500,0,67
ID_015,2020-04-27,18,16,35510,0,67
ID_015,2020-04-28,20,16,35573,0,67
ID_015,2020-04-29,21,17,36190,0,70
ID_015,2020-04-30,23,19,43407,0,81
ID_015,2020-05-01,24,20,47172,0,87
ID_015,2020-05-08,25,21,50760,0,93
ID_015,2020-05-09,26,22,54384,0,99
ID_015,2020-05-10,27,23,58040,0,105
ID_015,2020-05-12,28,23,58156,0,105
ID_015,2020-05-14,29,27,61922,0,115
ID_015,2020-05-16,30,27,61923,0,115
ID_015,2020-05-24,31,28,64358,0,125
ID_015,2020-05-25,35,69,80116,2,177
ID_015,2020-06-21,36,71,84489,2,187
ID_015,2020-06-29,39,74,97274,2,214
ID_015,2020-07-02,42,79,109257,2,239
ID_016,2020-04-22,1,2,4022,0,8
ID_016,2020-04-23,2,3,7480,0,14
ID_016,2020-04-25,3,3,7676,0,14
ID_016,2020-05-01,5,3,15528,0,21
ID_016,2020-05-07,6,4,17629,0,25
ID_016,2020-05-08,7,5,21213,0,29
ID_016,2020-05-11,10,7,28373,0,41
ID_016,2020-05-12,12,10,33891,0,52
ID_016,2020-05-13,13,11,37824,0,60
ID_016,2020-05-14,14,14,40048,0,64
ID_016,2020-05-15,15,14,40049,0,64
ID_016,2020-05-17,16,15,44059,0,70
ID_016,2020-05-20,17,15,50934,1,76
ID_016,2020-05-24,18,15,50935,1,76
ID_016,2020-05-27,19,15,54499,1,86
ID_016,2020-06-29,20,15,54524,1,86
ID_016,2020-08-10,26,17,73793,9,132
ID_016,2020-08-19,27,17,76955,9,142
ID_017,2020-04-28,3,0,4058,0,5
ID_017,2020-05-15,5,0,8837,0,25
ID_017,2020-05-20,7,3,18743,2,55
ID_017,2020-05-28,8,3,18751,2,56
ID_017,2020-05-29,12,11,34007,2,105
ID_017,2020-06-02,13,12,34018,2,105
ID_017,2020-06-05,14,13,38472,2,113
ID_017,2020-06-08,15,14,41002,2,120
ID_017,2020-06-10,17,16,48061,2,138
ID_017,2020-06-12,19,16,48338,2,138
ID_017,2020-06-15,22,18,53635,2,145
ID_017,2020-06-16,23,18,53742,2,145
ID_017,2020-06-18,24,18,53800,2,145
ID_017,2020-06-20,25,20,53875,2,145
ID_017,2020-06-26,31,56,81017,2,245
ID_017,2020-06-27,32,57,83367,2,251
ID_017,2020-07-04,33,59,87342,2,261
ID_017,2020-08-11,46,66,131305,43,355
ID_017,2020-09-03,47,66,131309,43,355
ID_018,2020-05-20,1,0,7099,2,10
ID_018,2020-05-23,2,0,12067,2,20
ID_018,2020-05-28,4,1,22255,2,39
ID_018,2020-05-29,6,121,40297,7,56
ID_018,2020-05-30,7,121,40306,7,57
ID_018,2020-06-01,8,122,45080,7,63
ID_018,2020-06-02,9,123,49984,7,72
ID_018,2020-06-03,12,129,58853,7,92
ID_018,2020-06-04,14,135,67615,7,108
ID_018,2020-06-05,15,136,72174,7,117
ID_018,2020-06-07,17,140,79405,7,133
ID_018,2020-06-09,19,161,87926,7,150
ID_018,2020-06-10,20,161,87927,7,150
ID_018,2020-06-11,21,161,87931,7,150
ID_018,2020-06-12,24,162,96838,7,164
ID_018,2020-06-13,25,169,99966,7,170
ID_018,2020-06-14,26,170,104739,7,180
ID_018,2020-06-17,29,171,109172,7,192
ID_018,2020-06-18,31,178,118797,7,209
ID_018,2020-06-20,34,195,125363,7,222
ID_018,2020-06-21,35,197,125537,7,223
ID_018,2020-06-23,36,199,131025,7,228
ID_018,2020-06-25,38,206,138527,7,241
ID_018,2020-06-26,39,207,143367,7,248
ID_018,2020-06-27,40,207,147986,7,253
ID_018,2020-06-29,41,210,152761,7,262
ID_018,2020-06-30,45,215,167383,7,283
ID_018,2020-07-29,46,216,176150,8,292
ID_018,2020-09-28,49,216,179473,8,320
ID_018,2022-09-19,50,216,180414,8,323
ID_019,2020-05-20,1,0,3983,0,7
ID_019,2020-05-29,2,0,3984,0,7
ID_019,2020-06-05,4,3,11384,0,22
ID_019,2020-06-06,7,14,21558,2,40
ID_019,2020-06-07,8,18,23568,2,48
ID_019,2020-06-09,10,24,27984,2,71
ID_019,2020-06-10,13,27,38672,2,95
ID_019,2020-06-11,16,29,43646,2,104
ID_019,2020-06-12,18,32,48261,2,115
ID_019,2020-06-14,20,41,57244,2,135
ID_019,2020-06-15,21,41,57478,2,135
ID_019,2020-06-18,23,46,57854,2,145
ID_019,2020-06-21,25,47,57907,2,148
ID_019,2020-06-22,26,48,62279,2,155
ID_019,2020-06-23,27,49,62295,2,158
ID_019,2020-06-24,29,49,65824,2,163
ID_019,2020-06-25,30,49,65837,2,163
ID_019,2020-06-27,31,51,65850,2,164
ID_019,2020-06-29,32,51,69717,2,171
ID_019,2020-07-01,35,57,74141,2,180
ID_019,2020-07-06,36,57,80769,2,184
ID_019,2020-07-23,37,57,84217,2,192
ID_019,2020-07-31,38,61,88379,2,204
ID_019,2020-08-25,40,67,92989,4,223
ID_019,2020-11-17,45,69,113035,6,232
ID_020,2020-06-15,1,0,117,0,2
ID_020,2020-06-17,5,0,122,0,2
ID_020,2020-06-18,13,0,9115,0,14
ID_020,2020-06-20,14,0,9137,0,14
ID_020,2020-06-22,15,7,13933,0,25
ID_020,2020-06-23,20,16,24509,0,54
ID_020,2020-06-24,21,18,28658,0,62
ID_020,2020-06-25,22,19,28732,0,63
ID_020,2020-06-26,23,22,32945,0,71
ID_020,2020-06-27,25,25,37533,0,81
ID_020,2020-06-28,28,28,41800,0,91
ID_020,2020-06-29,32,32,50036,0,110
ID_020,2020-06-30,33,34,54211,0,118
ID_020,2020-07-01,34,38,58254,0,126
ID_020,2020-07-02,35,39,62020,0,134
ID_020,2020-07-03,36,39,62021,0,134
ID_020,2020-07-04,37,40,65649,0,142
ID_020,2020-07-05,41,46,76678,0,166
ID_020,2020-07-06,44,54,83195,0,181
ID_020,2020-07-07,45,57,88061,2,194
ID_020,2020-07-08,47,63,98002,2,219
