ID,일자,코드 공유 수,댓글 수,조회 수,공유 수,다운로드 수,좋아요 수
ID_017,2020-06-26,31,112,51484,39,31,224
ID_017,2020-06-27,32,116,57142,45,33,245
ID_017,2020-06-29,33,116,62080,50,34,266
ID_017,2020-06-30,35,116,72805,54,35,298
ID_017,2020-07-02,36,117,78593,54,35,312
ID_017,2020-07-03,38,120,89593,54,38,341
ID_017,2020-07-04,41,135,103786,54,51,388
ID_017,2020-08-10,42,135,103789,54,51,388
ID_017,2021-09-05,43,135,106923,56,52,395
ID_017,2022-01-09,44,135,109591,57,57,401
ID_018,2020-06-01,1,9,9960,4,3,18
ID_018,2020-06-04,2,9,10055,4,3,18
ID_018,2020-06-07,3,11,17495,8,4,43
ID_018,2020-06-11,7,11,18473,8,4,47
ID_018,2020-06-12,8,11,19114,8,4,51
ID_018,2020-06-15,10,15,28096,13,13,79
ID_018,2020-06-16,12,15,28618,13,13,84
ID_018,2020-06-17,13,15,28933,13,13,87
ID_018,2020-06-18,14,15,29186,13,13,90
ID_018,2020-06-19,16,16,36161,14,16,113
ID_018,2020-06-22,18,16,42874,17,19,133
ID_018,2020-06-23,19,16,43027,17,19,134
ID_018,2020-06-24,20,16,43211,17,19,138
ID_018,2020-06-25,21,16,43444,17,19,141
ID_018,2020-06-26,22,16,48602,19,19,149
ID_018,2020-09-19,25,16,48609,19,19,152
ID_018,2020-09-22,28,19,51902,19,19,199
ID_019,2020-05-30,1,0,7813,4,2,14
ID_019,2020-06-02,2,1,16013,6,12,36
ID_019,2020-06-03,6,12,22371,8,12,58
ID_019,2020-06-04,7,12,23950,8,12,67
ID_019,2020-06-07,8,13,23971,8,12,68
ID_019,2020-06-10,9,14,23973,8,12,68
ID_019,2020-06-11,15,14,24823,8,12,73
ID_019,2020-06-12,16,14,25476,8,12,77
ID_019,2020-06-14,17,16,33866,12,20,93
ID_019,2020-06-15,19,17,39739,13,20,113
ID_019,2020-06-16,20,17,40171,13,20,117
ID_019,2020-06-17,22,17,40357,13,20,120
ID_019,2020-06-18,24,17,40653,13,20,123
ID_019,2020-06-19,25,17,41074,13,20,127
ID_019,2020-06-22,27,21,48026,15,26,154
ID_019,2020-06-23,28,21,48221,15,26,155
ID_019,2020-06-24,30,22,48486,15,26,159
ID_019,2020-06-25,31,22,48803,15,26,162
ID_019,2020-06-26,32,22,49306,15,26,168
ID_019,2020-06-30,33,26,64451,21,42,187
ID_019,2020-07-10,35,27,71179,21,44,206
ID_019,2020-11-17,39,27,92368,21,73,239
ID_019,2020-11-30,40,28,97183,21,73,249
ID_020,2020-06-17,3,0,3,0,0,0
ID_020,2020-06-18,6,0,6675,1,0,9
ID_020,2020-06-22,8,3,23063,3,17,39
ID_020,2020-06-23,10,5,36306,10,17,80
ID_020,2020-06-29,12,6,36312,10,17,81
ID_020,2020-06-30,14,19,44568,10,17,126
ID_020,2020-07-02,15,19,44569,10,17,126
ID_020,2020-07-03,17,23,54113,10,17,151
ID_020,2020-07-13,18,23,54160,10,17,151
ID_020,2020-07-15,19,25,60501,10,19,170
ID_020,2020-07-17,21,28,66890,10,19,186
ID_020,2020-07-31,22,34,74226,11,23,204
ID_020,2020-08-13,24,34,74230,11,23,204
ID_020,2020-08-15,25,36,81011,11,23,222
ID_020,2020-08-16,26,42,89247,13,28,245
ID_020,2020-08-20,27,42,97171,15,29,264
ID_020,2020-12-07,28,42,102550,20,30,270
ID_020,2020-12-30,29,43,109067,27,38,280
ID_021,2020-06-25,2,0,13865,14,17,27
ID_021,2020-06-27,3,5,39755,22,52,45
ID_021,2020-06-28,4,12,46386,28,57,64
ID_021,2020-06-30,6,23,57085,36,75,106
ID_021,2020-07-01,7,27,69106,38,85,137
ID_021,2020-07-02,8,29,77407,38,87,161
ID_021,2020-07-04,9,32,83993,38,96,186
ID_021,2020-07-08,10,35,95451,40,99,210
ID_021,2020-07-23,11,39,111008,40,100,232
ID_021,2020-08-14,12,41,111105,40,100,240
ID_021,2020-08-15,13,42,117056,40,102,260
ID_021,2020-08-16,14,42,123616,40,105,280
ID_021,2020-08-17,15,42,129223,40,107,301
ID_021,2020-08-18,17,44,142380,44,117,339
ID_021,2020-08-19,18,54,144848,46,117,364
ID_022,2020-06-29,1,0,8,0,0,4
ID_022,2020-06-30,9,0,18,0,0,9
ID_022,2020-07-01,18,1,9623,0,0,23
ID_022,2020-07-03,20,1,16095,0,0,37
ID_022,2020-07-07,24,5,40058,0,22,96
ID_022,2020-07-08,33,9,62840,0,26,181
ID_022,2020-07-09,34,13,70039,0,29,202
ID_022,2020-07-11,41,13,79728,0,39,221
ID_022,2020-07-12,43,15,84007,0,39,246
ID_022,2020-07-13,44,26,92608,2,48,299
ID_022,2020-07-15,47,35,99627,2,53,338
ID_022,2020-07-17,49,35,99640,2,53,338
ID_022,2020-07-18,50,38,106071,2,54,355
ID_022,2020-07-19,55,41,120011,3,67,402
ID_022,2020-07-20,65,47,140361,4,89,533
ID_022,2020-07-21,71,56,153421,5,101,577
ID_022,2020-07-22,76,73,160486,9,104,680
ID_022,2020-07-23,85,81,169122,11,105,770
ID_022,2020-07-24,88,106,181971,24,119,888
ID_022,2020-07-25,95,141,203916,24,125,1103
ID_022,2020-07-26,104,162,227578,29,134,1285
ID_022,2020-07-27,112,178,244619,29,144,1398
ID_022,2020-07-28,115,179,257174,29,145,1445
ID_022,2020-07-29,121,190,277297,30,168,1579
ID_022,2020-07-30,142,214,337897,32,204,1821
ID_022,2020-07-31,174,254,447165,39,237,2257
ID_022,2020-08-01,175,257,454205,39,239,2271
ID_022,2020-08-02,179,257,454209,39,239,2271
ID_022,2020-12-24,182,257,454212,39,239,2271
ID_022,2021-02-16,185,257,454317,39,239,2271
ID_023,2020-07-08,1,0,10,0,0,1
ID_023,2020-07-13,3,0,12320,0,0,23
ID_023,2020-07-14,5,2,31621,0,58,48
ID_023,2020-07-15,6,6,38452,0,60,61
ID_023,2020-07-19,7,10,45386,0,66,78
ID_023,2020-07-21,8,10,45387,0,66,78
ID_023,2020-08-06,9,12,57002,1,74,99
ID_023,2020-08-18,10,12,57022,1,74,99
ID_023,2020-08-19,13,13,57045,1,74,99
ID_023,2020-08-20,14,17,57551,1,74,115
ID_023,2020-08-22,19,20,63974,4,75,163
ID_023,2020-08-25,23,20,63978,4,75,163
ID_023,2020-08-26,24,22,69481,7,75,184
ID_023,2020-08-27,28,35,88157,12,101,269
ID_023,2020-08-28,29,42,98765,18,118,356
ID_023,2020-08-29,32,58,106133,23,119,416
ID_023,2020-08-30,35,66,123200,28,125,533
ID_023,2020-08-31,42,72,134691,29,129,593
ID_023,2020-09-01,48,110,175603,36,162,840
ID_023,2020-09-02,50,112,181552,39,166,865
ID_023,2020-09-03,52,118,188559,42,168,904
ID_023,2020-09-04,62,130,241360,53,182,1110
ID_023,2021-08-31,63,130,241361,53,182,1110
ID_025,2020-07-27,3,0,10890,2,43,20
ID_025,2020-08-16,4,9,23868,4,83,38
ID_025,2020-08-19,5,9,23869,4,83,38
ID_025,2020-09-06,6,9,23881,4,83,38
ID_025,2020-11-24,11,9,59003,18,235,73
ID_025,2021-05-10,12,9,62988,18,238,77
ID_025,2021-05-17,14,9,71959,18,243,80
ID_024,2020-08-05,2,9,11198,0,4,38
ID_024,2020-08-07,3,17,19532,0,6,60
ID_024,2020-08-08,4,28,27034,0,11,106
ID_024,2020-08-10,5,32,36279,2,220,127
ID_024,2020-08-22,6,35,41372,3,220,143
ID_024,2020-08-23,7,37,48195,4,227,160
ID_024,2020-08-30,9,37,55797,7,227,199
ID_024,2020-09-01,10,37,60374,7,227,223
ID_024,2020-09-03,11,39,65312,7,228,248
ID_024,2020-09-04,12,42,75461,7,229,273
ID_024,2020-09-11,14,42,75463,7,229,273
ID_024,2020-09-14,20,65,97423,7,240,390
ID_024,2020-09-15,23,66,111516,7,241,461
ID_024,2020-09-16,29,69,137707,9,261,558
ID_024,2020-09-17,30,70,143807,9,263,576
ID_024,2020-09-18,31,72,150174,9,267,596
ID_024,2020-09-19,32,73,156452,9,270,614
ID_024,2020-11-24,34,74,162073,12,270,623
ID_024,2020-11-27,35,75,167683,12,270,632
ID_024,2020-11-28,37,76,178819,12,270,651
ID_024,2020-11-29,38,78,185139,12,287,666
ID_024,2020-12-01,40,78,185145,12,287,667
ID_026,2020-09-03,1,4,8583,0,31,29
ID_026,2020-09-07,2,12,18173,3,55,52
ID_026,2020-09-09,4,14,31032,3,61,103
ID_026,2020-09-14,7,15,37131,3,63,125
ID_026,2020-09-15,8,32,37173,3,63,125
ID_026,2020-09-16,9,33,43609,3,64,148
ID_026,2020-09-20,10,37,50764,3,70,174
ID_026,2020-09-23,11,37,59040,5,87,195
ID_026,2020-10-02,12,46,65641,5,92,213
ID_026,2020-10-07,13,47,72209,7,176,233
ID_027,2020-09-20,1,2,5747,3,4,22
ID_027,2020-09-23,3,17,23264,4,30,65
ID_027,2020-09-24,4,21,29876,5,33,101
ID_027,2020-09-26,5,30,35744,7,34,125
ID_027,2020-09-29,6,35,41904,7,35,150
ID_027,2020-10-02,7,37,51087,7,39,168
ID_027,2020-10-06,8,41,57057,7,41,190
ID_027,2020-10-09,11,47,69941,9,46,235
ID_027,2020-10-12,12,47,69942,9,46,235
ID_027,2020-10-13,13,51,76297,9,46,258
ID_027,2020-10-21,14,51,76535,9,46,269
ID_029,2020-10-07,1,6,7939,2,15,18
ID_029,2020-10-17,3,14,19896,2,18,47
ID_029,2020-10-27,4,17,27449,2,27,62
ID_029,2020-11-05,5,17,27463,2,27,62
ID_029,2020-11-18,6,24,33523,2,30,76
ID_028,2020-09-28,3,39,45183,14,198,89
ID_028,2020-10-10,4,65,56359,20,206,138
ID_028,2020-10-17,5,70,68520,20,214,161
ID_028,2020-11-05,6,78,76364,20,222,181
ID_028,2020-11-14,7,82,81692,20,223,198
ID_028,2020-11-15,8,89,87553,23,225,217
ID_028,2020-11-16,10,89,87623,23,225,217
ID_028,2020-11-17,13,96,97678,24,232,258
ID_028,2020-11-18,16,101,113296,24,240,298
ID_028,2020-11-19,17,101,118117,24,241,306
ID_028,2020-11-20,19,101,118120,24,241,306
ID_028,2020-11-21,23,111,137986,30,324,344
ID_028,2020-11-22,30,117,170476,34,346,408
ID_028,2021-02-28,31,121,177579,49,362,420
ID_028,2021-03-01,33,128,194187,52,384,440
ID_028,2021-03-02,34,130,202924,57,391,458
ID_028,2021-05-10,35,130,208736,57,397,461
ID_028,2021-05-16,37,130,218681,57,403,471
ID_028,2021-05-20,38,130,224766,60,407,473
ID_028,2021-05-24,41,130,234526,60,409,475
ID_030,2020-10-21,1,2,7305,0,16,14
ID_030,2020-10-23,2,3,15129,0,26,30
ID_030,2020-10-28,3,4,22301,3,29,42
ID_030,2020-11-20,4,8,28795,4,43,53
ID_030,2021-01-07,6,11,35577,10,77,63
ID_030,2021-01-26,8,13,49242,17,100,75
ID_038,2020-11-06,1,8,23,0,0,0
ID_038,2020-11-18,2,11,11344,7,26,25
ID_038,2020-11-20,3,15,28885,13,47,46
ID_038,2020-11-23,4,21,36911,13,53,62
ID_038,2020-11-24,6,23,46107,16,63,73
ID_038,2020-11-25,9,37,70882,23,72,131
ID_038,2020-11-26,11,43,80156,23,83,141
ID_038,2020-11-27,13,49,87588,28,94,154
ID_038,2020-12-07,14,51,93360,29,95,165
ID_038,2020-12-09,15,53,99144,31,95,174
ID_038,2020-12-24,21,64,119620,32,100,204
ID_038,2020-12-26,22,65,132581,34,125,214
ID_038,2020-12-31,23,65,138281,34,128,222
ID_037,2020-11-05,6,1,1616,0,0,6
ID_037,2020-11-17,7,1,2193,0,0,8
ID_037,2020-11-24,8,1,2867,0,0,11
ID_037,2020-12-14,10,6,4246,0,0,28
ID_037,2020-12-15,11,6,4249,0,0,28
ID_037,2020-12-19,12,6,4251,0,0,28
ID_037,2020-12-22,13,6,4253,0,0,28
ID_037,2020-12-26,14,8,10200,0,0,39
ID_037,2020-12-27,21,19,24167,3,1,111
ID_037,2020-12-28,28,19,24332,3,1,111
ID_037,2020-12-29,45,23,36010,4,9,181
ID_037,2020-12-30,103,77,113191,8,19,571
ID_037,2020-12-31,192,185,403078,123,56,1776
ID_032,2020-10-29,1,0,3887,1,4,6
ID_032,2020-11-16,2,0,4003,1,4,6
ID_033,2020-10-29,1,4,10533,3,16,20
ID_033,2020-11-09,2,9,18023,3,19,46
ID_033,2020-11-11,4,16,30979,3,21,95
ID_033,2020-11-18,7,18,37863,3,22,109
ID_033,2020-11-19,8,23,48194,8,45,136
ID_033,2020-11-23,10,43,68882,20,88,183
ID_033,2020-11-24,11,45,78186,24,101,199
ID_033,2020-11-25,12,46,85269,25,117,213
ID_033,2020-12-01,13,50,93973,25,119,229
ID_033,2020-12-04,15,54,109806,32,149,260
ID_033,2020-12-05,16,70,115939,35,153,279
ID_033,2020-12-06,20,84,125110,35,156,307
ID_033,2020-12-07,37,136,197669,62,183,494
ID_033,2020-12-28,38,136,197761,62,183,494
ID_033,2021-01-25,39,136,203511,66,183,504
ID_033,2021-02-02,40,137,213491,71,206,511
ID_036,2020-11-18,1,0,276,0,1,0
ID_036,2020-12-22,2,2,8143,7,72,14
ID_034,2020-11-01,1,5,6850,0,1,14
ID_034,2020-11-02,5,14,31494,2,67,54
ID_034,2020-11-03,6,15,42447,3,77,67
ID_034,2020-11-04,8,15,42449,3,77,67
ID_034,2020-11-12,9,20,51420,4,86,82
ID_034,2020-11-18,10,23,65609,11,137,105
ID_035,2020-12-22,1,2,5240,17,28,8
ID_039,2020-11-19,2,1,13116,2,1,15
ID_039,2020-11-24,4,2,26027,5,2,35
ID_039,2020-11-26,5,2,26088,5,2,35
ID_039,2020-11-29,6,3,32369,5,3,48
ID_039,2020-11-30,8,22,46228,5,6,104
ID_039,2020-12-03,9,27,52718,5,7,119
ID_039,2020-12-04,10,30,56558,5,10,133
ID_039,2020-12-06,13,31,61585,5,12,163
ID_039,2020-12-07,15,32,67402,5,13,176
ID_039,2020-12-10,16,32,67408,5,13,176
ID_039,2020-12-11,17,34,67845,5,13,185
ID_039,2020-12-12,19,38,73941,8,14,200
ID_039,2020-12-13,20,38,79346,8,16,212
ID_039,2020-12-16,23,50,91336,8,20,300
ID_039,2020-12-18,28,61,99694,13,33,378
ID_039,2020-12-19,30,63,111490,31,37,401
ID_039,2020-12-20,31,71,118727,43,40,421
ID_039,2020-12-22,36,71,124629,47,41,458
ID_039,2020-12-23,38,74,136556,49,42,483
ID_039,2020-12-24,40,81,147333,52,48,541
ID_039,2020-12-28,44,91,164362,58,49,566
ID_040,2020-12-09,3,12,380,0,0,13
ID_040,2020-12-14,5,16,9167,0,5,51
ID_040,2020-12-22,7,29,12126,0,5,72
ID_040,2020-12-24,8,37,24376,6,41,82
ID_040,2021-01-06,9,43,31970,6,51,102
ID_040,2021-01-14,10,45,39803,12,57,119
ID_040,2021-01-16,11,51,48037,14,77,141
ID_040,2021-01-28,12,52,55114,19,87,158
ID_040,2021-02-02,13,54,62211,21,87,168
ID_040,2021-02-09,14,58,74024,27,263,192
ID_041,2020-12-10,3,1,18236,6,1,13
ID_041,2020-12-17,24,1,18453,6,1,13
ID_041,2020-12-18,36,18,40933,7,161,59
ID_041,2020-12-19,38,22,48511,7,162,71
ID_041,2020-12-20,40,23,53789,32,162,88
ID_041,2020-12-21,41,30,59328,49,245,100
ID_041,2020-12-22,44,36,65020,49,252,115
ID_041,2020-12-23,45,36,72713,52,256,133
ID_041,2020-12-24,47,39,79682,52,258,187
ID_041,2020-12-25,50,42,98028,52,268,254
ID_041,2020-12-26,58,49,132407,52,287,340
ID_041,2020-12-27,69,68,176144,59,306,487
ID_042,2020-12-18,2,7,6626,2,1,11
ID_042,2020-12-19,8,12,16327,20,5,44
ID_042,2020-12-21,9,12,16329,20,5,44
ID_042,2020-12-22,11,17,21228,20,6,80
ID_042,2020-12-26,12,17,21286,20,6,80
ID_042,2020-12-27,27,17,21301,20,6,80
