ID,일자,참가자 수
ID_011,2020-02-22,1
ID_012,2020-03-01,63
ID_012,2020-03-02,67
ID_012,2020-03-03,38
ID_012,2020-03-04,31
ID_012,2020-03-05,24
ID_012,2020-03-06,27
ID_012,2020-03-07,16
ID_012,2020-03-08,7
ID_012,2020-03-09,8
ID_012,2020-03-10,14
ID_012,2020-03-11,11
ID_012,2020-03-12,6
ID_012,2020-03-13,13
ID_012,2020-03-14,5
ID_012,2020-03-15,11
ID_012,2020-03-16,11
ID_012,2020-03-17,9
ID_012,2020-03-18,12
ID_012,2020-03-19,10
ID_012,2020-03-20,10
ID_012,2020-03-21,4
ID_012,2020-03-22,4
ID_012,2020-03-23,7
ID_012,2020-03-24,5
ID_012,2020-03-25,6
ID_012,2020-03-26,2
ID_012,2020-03-27,7
ID_012,2020-03-28,6
ID_012,2020-03-29,4
ID_012,2020-03-30,5
ID_012,2020-03-31,7
ID_012,2020-04-01,4
ID_012,2020-04-02,6
ID_012,2020-04-03,3
ID_012,2020-04-04,4
ID_012,2020-04-05,6
ID_012,2020-04-06,4
ID_012,2020-04-07,4
ID_012,2020-04-08,3
ID_012,2020-04-09,1
ID_012,2020-04-10,3
ID_012,2020-04-11,2
ID_012,2020-04-12,2
ID_012,2020-04-13,6
ID_012,2020-04-14,1
ID_012,2020-04-15,3
ID_013,2020-03-01,62
ID_013,2020-03-02,62
ID_013,2020-03-03,42
ID_013,2020-03-04,40
ID_013,2020-03-05,21
ID_013,2020-03-06,44
ID_013,2020-03-07,27
ID_013,2020-03-08,32
ID_013,2020-03-09,21
ID_013,2020-03-10,26
ID_013,2020-03-11,26
ID_013,2020-03-12,23
ID_013,2020-03-13,11
ID_013,2020-03-14,9
ID_013,2020-03-15,13
ID_013,2020-03-16,20
ID_013,2020-03-17,24
ID_013,2020-03-18,23
ID_013,2020-03-19,27
ID_013,2020-03-20,17
ID_013,2020-03-21,7
ID_013,2020-03-22,9
ID_013,2020-03-23,15
ID_013,2020-03-24,16
ID_013,2020-03-25,11
ID_013,2020-03-26,10
ID_013,2020-03-27,10
ID_013,2020-03-28,6
ID_013,2020-03-29,10
ID_013,2020-03-30,17
ID_013,2020-03-31,9
ID_013,2020-04-01,7
ID_013,2020-04-02,5
ID_013,2020-04-03,6
ID_013,2020-04-04,3
ID_013,2020-04-05,3
ID_013,2020-04-06,5
ID_013,2020-04-07,6
ID_013,2020-04-09,3
ID_013,2020-04-10,2
ID_013,2020-04-11,2
ID_013,2020-04-12,6
ID_013,2020-04-13,2
ID_031,2020-10-20,91
ID_031,2020-10-21,32
ID_031,2020-10-22,21
ID_031,2020-10-23,15
ID_031,2020-10-24,6
ID_031,2020-10-25,7
ID_031,2020-10-26,21
ID_031,2020-10-27,16
ID_031,2020-10-28,16
ID_031,2020-10-29,24
ID_031,2020-10-30,17
ID_031,2020-10-31,8
ID_031,2020-11-01,4
ID_031,2020-11-02,10
ID_031,2020-11-03,7
ID_031,2020-11-04,1
ID_031,2020-11-05,3
ID_031,2020-11-06,2
ID_031,2020-11-07,2
ID_031,2020-11-08,2
ID_031,2020-11-09,6
ID_031,2020-11-10,9
ID_031,2020-11-11,2
ID_031,2020-11-12,3
ID_031,2020-11-13,2
ID_031,2020-11-14,3
ID_031,2020-11-15,5
ID_031,2020-11-16,6
ID_014,2020-03-29,26
ID_014,2020-03-30,21
ID_014,2020-03-31,26
ID_014,2020-04-01,15
ID_014,2020-04-02,17
ID_014,2020-04-03,12
ID_014,2020-04-04,9
ID_014,2020-04-05,13
ID_014,2020-04-06,14
ID_014,2020-04-07,8
ID_014,2020-04-08,13
ID_014,2020-04-09,10
ID_014,2020-04-10,12
ID_014,2020-04-11,9
ID_014,2020-04-12,10
ID_014,2020-04-13,15
ID_014,2020-04-14,10
ID_014,2020-04-15,17
ID_014,2020-04-16,10
ID_014,2020-04-17,13
ID_014,2020-04-18,6
ID_014,2020-04-19,8
ID_014,2020-04-20,5
ID_014,2020-04-21,13
ID_014,2020-04-22,5
ID_014,2020-04-23,13
ID_014,2020-04-24,9
ID_014,2020-04-25,2
ID_014,2020-04-26,12
ID_014,2020-04-27,11
ID_014,2020-04-28,8
ID_014,2020-04-29,40
ID_014,2020-04-30,24
ID_014,2020-05-01,8
ID_014,2020-05-02,8
ID_014,2020-05-03,11
ID_014,2020-05-04,6
ID_014,2020-05-05,18
ID_014,2020-05-06,20
ID_014,2020-05-07,44
ID_014,2020-05-08,38
ID_014,2020-05-09,15
ID_014,2020-05-10,97
ID_015,2020-04-01,24
ID_015,2020-04-02,30
ID_015,2020-04-03,13
ID_015,2020-04-04,11
ID_015,2020-04-05,10
ID_015,2020-04-06,9
ID_015,2020-04-07,21
ID_015,2020-04-08,14
ID_015,2020-04-09,16
ID_015,2020-04-10,11
ID_015,2020-04-11,7
ID_015,2020-04-12,10
ID_015,2020-04-13,19
ID_015,2020-04-14,11
ID_015,2020-04-15,12
ID_015,2020-04-16,9
ID_015,2020-04-17,16
ID_015,2020-04-18,11
ID_015,2020-04-19,7
ID_015,2020-04-20,8
ID_015,2020-04-21,11
ID_015,2020-04-22,12
ID_015,2020-04-23,11
ID_015,2020-04-24,4
ID_015,2020-04-25,3
ID_015,2020-04-26,2
ID_015,2020-04-27,7
ID_015,2020-04-28,6
ID_015,2020-04-29,10
ID_015,2020-04-30,4
ID_015,2020-05-01,3
ID_015,2020-05-02,1
ID_015,2020-05-03,3
ID_015,2020-05-04,3
ID_015,2020-05-05,4
ID_015,2020-05-06,6
ID_015,2020-05-07,4
ID_015,2020-05-08,2
ID_015,2020-05-09,1
ID_015,2020-05-10,3
ID_015,2020-05-11,3
ID_015,2020-05-12,2
ID_015,2020-05-13,3
ID_015,2020-05-14,4
ID_015,2020-05-15,7
ID_015,2020-05-16,4
ID_015,2020-05-17,3
ID_015,2020-05-18,10
ID_015,2020-05-19,10
ID_015,2020-05-20,14
ID_015,2020-05-21,11
ID_015,2020-05-22,14
ID_015,2020-05-23,12
ID_015,2020-05-24,20
ID_015,2020-05-25,9
ID_016,2020-05-01,18
ID_016,2020-05-02,13
ID_016,2020-05-03,11
ID_016,2020-05-04,18
ID_016,2020-05-05,9
ID_016,2020-05-06,18
ID_016,2020-05-07,11
ID_016,2020-05-08,7
ID_016,2020-05-09,4
ID_016,2020-05-10,6
ID_016,2020-05-11,10
ID_016,2020-05-12,13
ID_016,2020-05-13,4
ID_016,2020-05-14,12
ID_016,2020-05-15,6
ID_016,2020-05-16,5
ID_016,2020-05-17,5
ID_016,2020-05-18,7
ID_016,2020-05-19,6
ID_016,2020-05-20,4
ID_016,2020-05-21,3
ID_016,2020-05-22,1
ID_016,2020-05-23,1
ID_016,2020-05-24,1
ID_016,2020-05-25,9
ID_017,2020-05-15,34
ID_017,2020-05-16,18
ID_017,2020-05-17,20
ID_017,2020-05-18,33
ID_017,2020-05-19,32
ID_017,2020-05-20,39
ID_017,2020-05-21,21
ID_017,2020-05-22,19
ID_017,2020-05-23,4
ID_017,2020-05-24,10
ID_017,2020-05-25,14
ID_017,2020-05-26,39
ID_017,2020-05-27,28
ID_017,2020-05-28,22
ID_017,2020-05-29,13
ID_017,2020-05-30,10
ID_017,2020-05-31,13
ID_017,2020-06-01,15
ID_017,2020-06-02,7
ID_017,2020-06-03,7
ID_017,2020-06-04,9
ID_017,2020-06-05,8
ID_017,2020-06-06,6
ID_017,2020-06-07,6
ID_017,2020-06-08,28
ID_017,2020-06-09,6
ID_017,2020-06-10,4
ID_017,2020-06-11,6
ID_017,2020-06-12,4
ID_017,2020-06-13,2
ID_017,2020-06-14,4
ID_017,2020-06-15,7
ID_017,2020-06-16,8
ID_017,2020-06-17,8
ID_017,2020-06-18,7
ID_017,2020-06-19,7
ID_017,2020-06-20,4
ID_017,2020-06-21,3
ID_017,2020-06-22,8
ID_017,2020-06-23,6
ID_017,2020-06-24,5
ID_017,2020-06-25,1
ID_017,2020-06-26,2
ID_018,2020-06-01,74
ID_018,2020-06-02,48
ID_018,2020-06-03,24
ID_018,2020-06-04,22
ID_018,2020-06-05,9
ID_018,2020-06-06,9
ID_018,2020-06-07,10
ID_018,2020-06-08,16
ID_018,2020-06-09,20
ID_018,2020-06-10,8
ID_018,2020-06-11,6
ID_018,2020-06-12,8
ID_018,2020-06-13,8
ID_018,2020-06-14,4
ID_018,2020-06-15,4
ID_018,2020-06-16,7
ID_018,2020-06-17,5
ID_018,2020-06-18,4
ID_018,2020-06-19,4
ID_018,2020-06-20,9
ID_018,2020-06-21,3
ID_018,2020-06-22,5
ID_018,2020-06-23,9
ID_018,2020-06-24,4
ID_018,2020-06-25,3
ID_018,2020-06-26,7
ID_018,2020-06-27,1
ID_018,2020-06-28,4
ID_018,2020-06-29,4
ID_018,2020-06-30,1
ID_019,2020-06-01,56
ID_019,2020-06-02,42
ID_019,2020-06-03,19
ID_019,2020-06-04,13
ID_019,2020-06-05,15
ID_019,2020-06-06,17
ID_019,2020-06-07,14
ID_019,2020-06-08,15
ID_019,2020-06-09,39
ID_019,2020-06-10,9
ID_019,2020-06-11,15
ID_019,2020-06-12,8
ID_019,2020-06-13,4
ID_019,2020-06-14,6
ID_019,2020-06-15,8
ID_019,2020-06-16,8
ID_019,2020-06-17,15
ID_019,2020-06-18,9
ID_019,2020-06-19,9
ID_019,2020-06-20,4
ID_019,2020-06-21,6
ID_019,2020-06-22,12
ID_019,2020-06-23,6
ID_019,2020-06-24,5
ID_019,2020-06-25,4
ID_019,2020-06-26,10
ID_019,2020-06-27,5
ID_019,2020-06-28,1
ID_019,2020-06-29,5
ID_019,2020-06-30,6
ID_019,2020-07-01,5
ID_019,2020-07-02,10
ID_019,2020-07-03,8
ID_019,2020-07-04,2
ID_019,2020-07-05,2
ID_019,2020-07-06,4
ID_019,2020-07-07,8
ID_019,2020-07-08,4
ID_019,2020-07-09,2
ID_019,2020-07-10,1
ID_020,2020-06-22,112
ID_020,2020-06-23,80
ID_020,2020-06-24,48
ID_020,2020-06-25,33
ID_020,2020-06-26,35
ID_020,2020-06-27,20
ID_020,2020-06-28,26
ID_020,2020-06-29,42
ID_020,2020-06-30,48
ID_020,2020-07-01,40
ID_020,2020-07-02,42
ID_020,2020-07-03,40
ID_020,2020-07-04,19
ID_020,2020-07-05,31
ID_020,2020-07-06,29
ID_020,2020-07-07,37
ID_020,2020-07-08,44
ID_020,2020-07-09,33
ID_020,2020-07-10,11
ID_020,2020-07-11,23
ID_020,2020-07-12,22
ID_020,2020-07-13,35
ID_020,2020-07-14,24
ID_020,2020-07-15,14
ID_020,2020-07-16,26
ID_020,2020-07-17,26
ID_020,2020-07-18,14
ID_020,2020-07-19,7
ID_020,2020-07-20,14
ID_020,2020-07-21,6
ID_020,2020-07-22,5
ID_020,2020-07-23,17
ID_020,2020-07-24,22
ID_020,2020-07-25,6
ID_020,2020-07-26,5
ID_020,2020-07-27,11
ID_020,2020-07-28,14
ID_020,2020-07-29,6
ID_020,2020-07-30,6
ID_020,2020-07-31,5
ID_021,2020-06-25,36
ID_021,2020-06-26,28
ID_021,2020-06-27,6
ID_021,2020-06-28,10
ID_021,2020-06-29,18
ID_021,2020-06-30,17
ID_021,2020-07-01,14
ID_021,2020-07-02,15
ID_021,2020-07-03,8
ID_021,2020-07-04,8
ID_021,2020-07-05,8
ID_021,2020-07-06,14
ID_021,2020-07-07,7
ID_021,2020-07-08,14
ID_021,2020-07-09,7
ID_021,2020-07-10,5
ID_021,2020-07-11,6
ID_021,2020-07-12,3
ID_021,2020-07-13,8
ID_021,2020-07-14,10
ID_021,2020-07-15,12
ID_021,2020-07-16,4
ID_021,2020-07-17,4
ID_021,2020-07-18,4
ID_021,2020-07-19,2
ID_021,2020-07-20,3
ID_021,2020-07-21,4
ID_021,2020-07-22,5
ID_021,2020-07-23,5
ID_021,2020-07-24,3
ID_021,2020-07-25,2
ID_021,2020-07-26,2
ID_021,2020-07-27,1
ID_021,2020-07-28,3
ID_021,2020-07-29,4
ID_021,2020-07-30,2
ID_021,2020-07-31,7
ID_021,2020-08-02,1
ID_021,2020-08-03,1
ID_021,2020-08-04,5
ID_021,2020-08-05,4
ID_021,2020-08-07,3
ID_021,2020-08-09,2
ID_021,2020-08-10,3
ID_021,2020-08-11,6
ID_021,2020-08-12,1
ID_022,2020-07-01,37
ID_022,2020-07-02,19
ID_022,2020-07-03,27
ID_022,2020-07-04,14
ID_022,2020-07-05,19
ID_022,2020-07-06,29
ID_022,2020-07-07,25
ID_022,2020-07-08,21
ID_022,2020-07-09,23
ID_022,2020-07-10,11
ID_022,2020-07-11,16
ID_022,2020-07-12,9
ID_022,2020-07-13,18
ID_022,2020-07-14,21
ID_022,2020-07-15,12
ID_022,2020-07-16,11
ID_022,2020-07-17,13
ID_022,2020-07-18,9
ID_022,2020-07-19,11
ID_022,2020-07-20,17
ID_022,2020-07-21,16
ID_022,2020-07-22,33
ID_022,2020-07-23,32
ID_022,2020-07-24,33
ID_022,2020-07-25,52
ID_022,2020-07-26,88
ID_022,2020-07-27,101
ID_022,2020-07-28,77
ID_022,2020-07-29,49
ID_022,2020-07-30,148
ID_022,2020-07-31,355
ID_023,2020-07-14,56
ID_023,2020-07-15,38
ID_023,2020-07-16,28
ID_023,2020-07-17,13
ID_023,2020-07-18,11
ID_023,2020-07-19,9
ID_023,2020-07-20,23
ID_023,2020-07-21,17
ID_023,2020-07-22,10
ID_023,2020-07-23,10
ID_023,2020-07-24,8
ID_023,2020-07-25,8
ID_023,2020-07-26,3
ID_023,2020-07-27,13
ID_023,2020-07-28,7
ID_023,2020-07-29,7
ID_023,2020-07-30,14
ID_023,2020-07-31,11
ID_023,2020-08-01,8
ID_023,2020-08-02,5
ID_023,2020-08-03,12
ID_023,2020-08-04,12
ID_023,2020-08-05,8
ID_023,2020-08-06,9
ID_023,2020-08-07,12
ID_023,2020-08-08,4
ID_023,2020-08-09,3
ID_023,2020-08-10,8
ID_023,2020-08-11,7
ID_023,2020-08-12,10
ID_023,2020-08-13,5
ID_023,2020-08-14,15
ID_023,2020-08-15,11
ID_023,2020-08-16,6
ID_023,2020-08-17,7
ID_023,2020-08-18,6
ID_023,2020-08-19,4
ID_023,2020-08-20,11
ID_023,2020-08-21,1
ID_023,2020-08-22,9
ID_023,2020-08-23,2
ID_023,2020-08-24,10
ID_023,2020-08-25,1
ID_023,2020-08-26,6
ID_023,2020-08-27,12
ID_023,2020-08-28,8
ID_023,2020-08-29,25
ID_023,2020-08-30,20
ID_023,2020-08-31,47
ID_023,2020-09-01,82
ID_023,2020-09-02,37
ID_023,2020-09-03,29
ID_023,2020-09-04,93
ID_025,2020-08-17,23
ID_025,2020-08-18,53
ID_025,2020-08-19,23
ID_025,2020-08-20,18
ID_025,2020-08-21,19
ID_025,2020-08-22,5
ID_025,2020-08-23,6
ID_025,2020-08-24,21
ID_025,2020-08-25,15
ID_025,2020-08-26,9
ID_025,2020-08-27,15
ID_025,2020-08-28,9
ID_025,2020-08-29,15
ID_025,2020-08-30,10
ID_025,2020-08-31,10
ID_025,2020-09-01,11
ID_025,2020-09-02,2
ID_025,2020-09-03,11
ID_025,2020-09-04,4
ID_025,2020-09-05,6
ID_025,2020-09-06,4
ID_025,2020-09-07,7
ID_025,2020-09-08,10
ID_025,2020-09-09,9
ID_025,2020-09-10,5
ID_025,2020-09-11,6
ID_025,2020-09-12,10
ID_025,2020-09-13,9
ID_025,2020-09-14,11
ID_025,2020-09-15,2
ID_025,2020-09-16,5
ID_025,2020-09-17,3
ID_025,2020-09-18,3
ID_025,2020-09-19,1
ID_025,2020-09-20,5
ID_025,2020-09-21,2
ID_025,2020-09-22,2
ID_025,2020-09-23,5
ID_025,2020-09-24,7
ID_025,2020-09-25,5
ID_025,2020-09-26,2
ID_025,2020-09-27,1
ID_025,2020-09-28,6
ID_024,2020-08-03,69
ID_024,2020-08-04,93
ID_024,2020-08-05,91
ID_024,2020-08-06,54
ID_024,2020-08-07,29
ID_024,2020-08-08,20
ID_024,2020-08-09,17
ID_024,2020-08-10,42
ID_024,2020-08-11,40
ID_024,2020-08-12,28
ID_024,2020-08-13,22
ID_024,2020-08-14,35
ID_024,2020-08-15,9
ID_024,2020-08-16,9
ID_024,2020-08-17,14
ID_024,2020-08-18,26
ID_024,2020-08-19,13
ID_024,2020-08-20,32
ID_024,2020-08-21,9
ID_024,2020-08-22,9
ID_024,2020-08-23,10
ID_024,2020-08-24,14
ID_024,2020-08-25,16
ID_024,2020-08-26,14
ID_024,2020-08-27,12
ID_024,2020-08-28,8
ID_024,2020-08-29,8
ID_024,2020-08-30,7
ID_024,2020-08-31,12
ID_024,2020-09-01,10
ID_024,2020-09-02,10
ID_024,2020-09-03,12
ID_024,2020-09-04,5
ID_024,2020-09-05,5
ID_024,2020-09-06,4
ID_024,2020-09-07,3
ID_024,2020-09-08,3
ID_024,2020-09-09,5
ID_024,2020-09-10,1
ID_024,2020-09-11,1
ID_024,2020-09-13,3
ID_024,2020-09-14,3
ID_026,2020-09-01,39
ID_026,2020-09-02,18
ID_026,2020-09-03,28
ID_026,2020-09-04,19
ID_026,2020-09-05,5
ID_026,2020-09-06,10
ID_026,2020-09-07,15
ID_026,2020-09-08,9
ID_026,2020-09-09,10
ID_026,2020-09-10,8
ID_026,2020-09-11,6
ID_026,2020-09-12,8
ID_026,2020-09-13,3
ID_026,2020-09-14,7
ID_026,2020-09-15,6
ID_026,2020-09-16,9
ID_026,2020-09-17,10
ID_026,2020-09-18,4
ID_026,2020-09-19,2
ID_026,2020-09-20,6
ID_026,2020-09-21,8
ID_026,2020-09-22,8
ID_026,2020-09-23,6
ID_026,2020-09-24,2
ID_026,2020-09-25,2
ID_026,2020-09-26,4
ID_026,2020-09-29,7
ID_026,2020-10-04,2
ID_026,2020-10-05,2
ID_026,2020-10-06,2
ID_026,2020-10-07,2
ID_026,2020-10-08,2
ID_026,2020-10-09,1
ID_027,2020-09-23,97
ID_027,2020-09-24,40
ID_027,2020-09-25,23
ID_027,2020-09-26,12
ID_027,2020-09-27,14
ID_027,2020-09-28,24
ID_027,2020-09-29,16
ID_027,2020-09-30,10
ID_027,2020-10-01,3
ID_027,2020-10-02,6
ID_027,2020-10-03,4
ID_027,2020-10-04,4
ID_027,2020-10-05,9
ID_027,2020-10-06,8
ID_027,2020-10-07,9
ID_027,2020-10-08,6
ID_027,2020-10-09,4
ID_027,2020-10-10,7
ID_027,2020-10-11,5
ID_027,2020-10-12,13
ID_027,2020-10-13,8
ID_027,2020-10-14,13
ID_027,2020-10-15,6
ID_027,2020-10-16,1
ID_027,2020-10-17,3
ID_027,2020-10-18,5
ID_027,2020-10-19,1
ID_027,2020-10-20,6
ID_027,2020-10-21,4
ID_027,2020-10-22,1
ID_027,2020-10-26,4
ID_027,2020-10-27,3
ID_027,2020-10-28,2
ID_027,2020-10-29,2
ID_027,2020-10-30,4
ID_029,2020-10-05,50
ID_029,2020-10-06,35
ID_029,2020-10-07,23
ID_029,2020-10-08,21
ID_029,2020-10-09,10
ID_029,2020-10-10,8
ID_029,2020-10-11,7
ID_029,2020-10-12,14
ID_029,2020-10-13,14
ID_029,2020-10-14,17
ID_029,2020-10-15,8
ID_029,2020-10-16,7
ID_029,2020-10-17,6
ID_029,2020-10-18,7
ID_029,2020-10-19,5
ID_029,2020-10-20,13
ID_029,2020-10-21,5
ID_029,2020-10-22,9
ID_029,2020-10-23,5
ID_029,2020-10-24,3
ID_029,2020-10-25,2
ID_029,2020-10-26,2
ID_029,2020-10-27,9
ID_029,2020-10-28,5
ID_029,2020-10-29,4
ID_029,2020-10-30,8
ID_029,2020-10-31,6
ID_029,2020-11-01,5
ID_029,2020-11-02,8
ID_029,2020-11-03,4
